temp,time_of_day,weather,weekend,traffic_volume,traffic_volume_category
warm,afternoon,clear,0,6662,very_high_volume
warm,afternoon,clouds,0,6014,very_high_volume
warm,evening,clouds,0,5024,very_high_volume
warm,evening,clear,0,4000,high_volume
warm,evening,clouds,0,3541,high_volume
warm,evening,clouds,0,3323,medium_volume
mild,evening,clouds,0,2718,medium_volume
mild,evening,clear,0,2103,medium_volume
mild,night,clear,1,1446,medium_volume
mild,night,clear,1,691,low_volume
mild,night,clear,1,345,low_volume
mild,night,clear,1,399,low_volume
mild,night,clear,1,687,low_volume
mild,morning,clear,1,1382,medium_volume
cool,morning,clear,1,2248,medium_volume
mild,morning,clouds,1,3095,medium_volume
mild,morning,clouds,1,3848,high_volume
mild,morning,clear,1,3915,high_volume
warm,morning,clouds,1,4280,high_volume
warm,afternoon,clouds,1,4775,high_volume
warm,afternoon,clouds,1,4730,high_volume
warm,afternoon,clouds,1,4394,high_volume
warm,afternoon,clear,1,4699,high_volume
warm,afternoon,clear,1,4580,high_volume
warm,afternoon,clouds,1,4539,high_volume
warm,evening,other,1,4156,high_volume
warm,evening,rain,1,4156,high_volume
warm,evening,other,1,3146,medium_volume
warm,evening,rain,1,3146,medium_volume
warm,evening,other,1,3146,medium_volume
mild,evening,other,1,2767,medium_volume
mild,evening,rain,1,2767,medium_volume
mild,evening,clear,1,2922,medium_volume
mild,evening,clear,1,3145,medium_volume
mild,evening,clear,1,2432,medium_volume
mild,night,clear,1,1674,medium_volume
mild,night,other,1,784,low_volume
mild,night,mist,1,784,low_volume
mild,night,clear,1,509,low_volume
mild,night,clouds,1,346,low_volume
mild,night,mist,1,269,low_volume
mild,night,clear,1,459,low_volume
mild,morning,clear,1,998,low_volume
mild,morning,mist,1,1332,medium_volume
mild,morning,mist,1,2390,medium_volume
mild,morning,clear,1,3000,medium_volume
mild,morning,clear,1,3568,high_volume
mild,morning,clouds,1,3914,high_volume
warm,afternoon,clouds,1,4053,high_volume
warm,afternoon,clear,1,4237,high_volume
warm,afternoon,clouds,1,4295,high_volume
warm,afternoon,clear,1,4332,high_volume
warm,afternoon,clouds,1,4181,high_volume
warm,afternoon,clear,1,3739,high_volume
warm,evening,clear,1,3778,high_volume
warm,evening,clear,1,3041,medium_volume
warm,evening,clear,1,2658,medium_volume
warm,evening,clear,1,2350,medium_volume
mild,evening,clouds,1,1717,medium_volume
mild,evening,clouds,1,1248,medium_volume
mild,night,clouds,0,597,low_volume
mild,night,clouds,0,353,low_volume
mild,night,clouds,0,244,low_volume
mild,night,clouds,0,326,low_volume
mild,night,clouds,0,875,low_volume
mild,night,clouds,0,2729,medium_volume
mild,morning,clear,0,5780,very_high_volume
mild,morning,clouds,0,6339,very_high_volume
mild,morning,clear,0,5793,very_high_volume
mild,morning,clear,0,4932,high_volume
warm,morning,clear,0,4369,high_volume
warm,morning,clear,0,4608,high_volume
warm,afternoon,clear,0,4792,high_volume
warm,afternoon,clear,0,4815,high_volume
warm,afternoon,clear,0,4969,very_high_volume
warm,afternoon,clear,0,5799,very_high_volume
warm,afternoon,clouds,0,6663,very_high_volume
warm,afternoon,clouds,0,6197,very_high_volume
warm,evening,clouds,0,4502,high_volume
warm,evening,clear,0,3292,medium_volume
warm,evening,clouds,0,2791,medium_volume
warm,evening,clear,0,2494,medium_volume
warm,evening,clear,0,1591,medium_volume
warm,evening,clear,0,1010,low_volume
warm,night,clear,0,585,low_volume
warm,night,clear,0,356,low_volume
mild,night,clear,0,264,low_volume
mild,night,rain,0,331,low_volume
warm,night,clear,0,868,low_volume
mild,night,rain,0,2849,medium_volume
mild,morning,rain,0,5958,very_high_volume
mild,morning,clear,0,6651,very_high_volume
mild,morning,clouds,0,6203,very_high_volume
warm,morning,clear,0,5428,very_high_volume
warm,morning,clouds,0,4500,high_volume
warm,morning,rain,0,4614,high_volume
warm,afternoon,rain,0,4601,high_volume
warm,afternoon,other,0,4601,high_volume
mild,afternoon,rain,0,4583,high_volume
mild,afternoon,other,0,4583,high_volume
mild,afternoon,rain,0,5196,very_high_volume
mild,afternoon,other,0,5196,very_high_volume
mild,afternoon,rain,0,5855,very_high_volume
mild,afternoon,rain,0,6578,very_high_volume
mild,afternoon,rain,0,6279,very_high_volume
mild,evening,rain,0,4545,high_volume
mild,evening,other,0,4545,high_volume
mild,evening,rain,0,3274,medium_volume
mild,evening,other,0,3274,medium_volume
mild,evening,rain,0,3044,medium_volume
mild,evening,rain,0,2334,medium_volume
mild,evening,other,0,2334,medium_volume
mild,evening,rain,0,1513,medium_volume
mild,evening,other,0,1513,medium_volume
mild,evening,rain,0,1027,low_volume
mild,evening,other,0,1027,low_volume
mild,night,rain,0,516,low_volume
mild,night,other,0,516,low_volume
mild,night,other,0,516,low_volume
mild,night,rain,0,319,low_volume
mild,night,rain,0,261,low_volume
mild,night,rain,0,340,low_volume
mild,night,other,0,340,low_volume
mild,night,rain,0,885,low_volume
mild,night,rain,0,2881,medium_volume
mild,morning,other,0,6008,very_high_volume
mild,morning,mist,0,6523,very_high_volume
mild,morning,other,0,6523,very_high_volume
mild,morning,mist,0,6254,very_high_volume
mild,morning,mist,0,5210,very_high_volume
mild,morning,rain,0,5210,very_high_volume
mild,morning,other,0,5210,very_high_volume
mild,morning,clouds,0,4720,high_volume
mild,morning,rain,0,4693,high_volume
mild,morning,other,0,4693,high_volume
mild,afternoon,rain,0,4840,high_volume
mild,afternoon,rain,0,4933,very_high_volume
mild,afternoon,other,0,4933,very_high_volume
mild,afternoon,rain,0,5109,very_high_volume
mild,afternoon,other,0,5109,very_high_volume
mild,afternoon,rain,0,6159,very_high_volume
mild,afternoon,rain,0,6844,very_high_volume
mild,afternoon,other,0,6844,very_high_volume
mild,afternoon,clouds,0,6436,very_high_volume
mild,evening,mist,0,4768,high_volume
mild,evening,clouds,0,3511,high_volume
mild,evening,clouds,0,3287,medium_volume
mild,evening,clouds,0,2734,medium_volume
mild,evening,clear,0,1736,medium_volume
mild,evening,clear,0,1466,medium_volume
mild,night,clouds,0,633,low_volume
mild,night,clear,0,364,low_volume
mild,night,clouds,0,270,low_volume
mild,night,clouds,0,374,low_volume
mild,night,clouds,0,928,low_volume
mild,night,clouds,0,2881,medium_volume
cool,morning,clouds,0,5840,very_high_volume
cool,morning,clear,0,6197,very_high_volume
cool,morning,clear,0,5690,very_high_volume
cool,morning,clear,0,5568,very_high_volume
cool,morning,clear,0,4691,high_volume
mild,morning,clear,0,5120,very_high_volume
mild,afternoon,clear,0,5268,very_high_volume
mild,afternoon,clear,0,5140,very_high_volume
mild,afternoon,clouds,0,5599,very_high_volume
mild,afternoon,clouds,0,6364,very_high_volume
mild,afternoon,clouds,0,7074,very_high_volume
mild,afternoon,clear,0,6722,very_high_volume
mild,evening,clouds,0,5110,very_high_volume
mild,evening,clear,0,3824,high_volume
mild,evening,clouds,0,3310,medium_volume
mild,evening,clouds,0,2906,medium_volume
mild,evening,rain,0,2014,medium_volume
mild,evening,clear,0,1287,medium_volume
mild,night,rain,0,660,low_volume
mild,night,clear,0,379,low_volume
mild,night,clear,0,302,low_volume
mild,night,clear,0,342,low_volume
cool,night,clear,0,814,low_volume
cool,night,clear,0,2640,medium_volume
cool,morning,rain,0,5561,very_high_volume
cool,morning,other,0,6472,very_high_volume
cool,morning,rain,0,6472,very_high_volume
cool,morning,other,0,5594,very_high_volume
cool,morning,clouds,0,5189,very_high_volume
cool,morning,rain,0,4978,very_high_volume
cool,morning,clouds,0,5292,very_high_volume
mild,afternoon,clouds,0,5530,very_high_volume
mild,afternoon,clouds,0,5323,very_high_volume
mild,afternoon,mist,0,5648,very_high_volume
mild,afternoon,mist,0,6354,very_high_volume
mild,afternoon,mist,0,6858,very_high_volume
mild,afternoon,clouds,0,5773,very_high_volume
mild,evening,other,0,5138,very_high_volume
mild,evening,mist,0,5138,very_high_volume
mild,evening,other,0,3863,high_volume
mild,evening,rain,0,3863,high_volume
mild,evening,rain,0,3108,medium_volume
mild,evening,other,0,3108,medium_volume
mild,evening,rain,0,3134,medium_volume
mild,evening,clouds,0,2436,medium_volume
mild,evening,clouds,0,1740,medium_volume
mild,night,clouds,1,1107,low_volume
mild,night,clouds,1,642,low_volume
cool,night,clear,1,427,low_volume
cool,night,clear,1,482,low_volume
cool,night,clear,1,440,low_volume
cool,night,clear,1,809,low_volume
cool,morning,clear,1,1428,medium_volume
cool,morning,clouds,1,2113,medium_volume
cool,morning,clouds,1,3110,medium_volume
cool,morning,clouds,1,3792,high_volume
mild,morning,clouds,1,4455,high_volume
mild,morning,clear,1,4818,high_volume
mild,afternoon,clouds,1,5167,very_high_volume
mild,afternoon,clouds,1,4769,high_volume
mild,afternoon,clouds,1,4631,high_volume
mild,afternoon,rain,1,4283,high_volume
mild,afternoon,rain,1,4148,high_volume
mild,afternoon,other,1,4148,high_volume
mild,afternoon,rain,1,3972,high_volume
mild,afternoon,other,1,3972,high_volume
mild,evening,rain,1,3736,high_volume
mild,evening,rain,1,3060,medium_volume
mild,evening,rain,1,2718,medium_volume
mild,evening,clouds,1,2727,medium_volume
mild,evening,clouds,1,2527,medium_volume
mild,evening,clouds,1,2033,medium_volume
cool,night,clear,1,1191,low_volume
cool,night,clear,1,756,low_volume
cool,night,clear,1,622,low_volume
cool,night,clear,1,353,low_volume
cool,night,clear,1,342,low_volume
cool,night,clear,1,460,low_volume
cool,morning,clear,1,868,low_volume
cool,morning,mist,1,1304,medium_volume
cool,morning,clear,1,1965,medium_volume
mild,morning,clouds,1,3117,medium_volume
mild,morning,clouds,1,3725,high_volume
mild,morning,clouds,1,3983,high_volume
mild,afternoon,clouds,1,4088,high_volume
mild,afternoon,clouds,1,4184,high_volume
mild,afternoon,clouds,1,4091,high_volume
warm,afternoon,clouds,1,4072,high_volume
warm,afternoon,clear,1,4169,high_volume
warm,afternoon,clouds,1,3827,high_volume
warm,evening,clouds,1,3555,high_volume
warm,evening,clouds,1,3256,medium_volume
warm,evening,clear,1,3049,medium_volume
mild,evening,clear,1,2586,medium_volume
mild,evening,clear,1,1759,medium_volume
mild,evening,clear,1,1077,low_volume
mild,night,clear,0,598,low_volume
mild,night,clear,0,366,low_volume
mild,night,clear,0,243,low_volume
mild,night,mist,0,308,low_volume
mild,night,other,0,875,low_volume
mild,night,mist,0,2816,medium_volume
mild,morning,mist,0,5792,very_high_volume
mild,morning,other,0,5792,very_high_volume
mild,morning,mist,0,6559,very_high_volume
mild,morning,mist,0,5870,very_high_volume
mild,morning,clouds,0,5052,very_high_volume
mild,morning,clouds,0,4392,high_volume
warm,morning,clouds,0,4573,high_volume
warm,afternoon,clear,0,4794,high_volume
warm,afternoon,clouds,0,4831,high_volume
warm,afternoon,clouds,0,5025,very_high_volume
warm,afternoon,rain,0,5598,very_high_volume
warm,afternoon,other,0,5598,very_high_volume
warm,afternoon,rain,0,6463,very_high_volume
warm,afternoon,rain,0,5971,very_high_volume
mild,evening,rain,0,4545,high_volume
mild,evening,rain,0,3113,medium_volume
mild,evening,mist,0,3113,medium_volume
mild,evening,other,0,3113,medium_volume
mild,evening,rain,0,2681,medium_volume
mild,evening,other,0,2681,medium_volume
mild,evening,mist,0,2681,medium_volume
mild,evening,rain,0,2293,medium_volume
mild,evening,mist,0,2293,medium_volume
mild,evening,other,0,2293,medium_volume
mild,evening,mist,0,2107,medium_volume
mild,evening,rain,0,2107,medium_volume
mild,evening,other,0,2107,medium_volume
mild,evening,mist,0,1022,low_volume
mild,night,mist,0,555,low_volume
mild,night,other,0,555,low_volume
mild,night,other,0,555,low_volume
mild,night,mist,0,309,low_volume
mild,night,other,0,309,low_volume
mild,night,mist,0,248,low_volume
mild,night,other,0,248,low_volume
mild,night,mist,0,349,low_volume
mild,night,other,0,349,low_volume
mild,night,other,0,349,low_volume
mild,night,mist,0,934,low_volume
mild,night,other,0,934,low_volume
mild,night,other,0,934,low_volume
mild,night,other,0,3020,medium_volume
mild,night,mist,0,3020,medium_volume
mild,morning,mist,0,5914,very_high_volume
mild,morning,clear,0,6264,very_high_volume
mild,morning,clear,0,5433,very_high_volume
mild,morning,clear,0,5399,very_high_volume
mild,morning,clear,0,4528,high_volume
mild,morning,other,0,4808,high_volume
mild,afternoon,other,0,4967,very_high_volume
warm,afternoon,clear,0,5017,very_high_volume
warm,afternoon,clear,0,5380,very_high_volume
warm,afternoon,clear,0,6033,very_high_volume
warm,afternoon,clear,0,6888,very_high_volume
warm,afternoon,clear,0,6548,very_high_volume
warm,evening,clear,0,4953,very_high_volume
warm,evening,clear,0,3602,high_volume
warm,evening,other,0,3050,medium_volume
warm,evening,clear,0,2773,medium_volume
mild,evening,clear,0,3335,medium_volume
mild,evening,clear,0,2286,medium_volume
mild,night,clear,0,720,low_volume
mild,night,clear,0,442,low_volume
mild,night,clear,0,352,low_volume
mild,night,clear,0,367,low_volume
mild,night,clear,0,895,low_volume
mild,night,clear,0,3014,medium_volume
mild,morning,clear,0,5844,very_high_volume
mild,morning,clear,0,5988,very_high_volume
mild,morning,clear,0,5293,very_high_volume
mild,morning,clear,0,5122,very_high_volume
warm,morning,clear,0,4941,very_high_volume
warm,morning,clear,0,5110,very_high_volume
warm,afternoon,clear,0,5042,very_high_volume
warm,afternoon,clouds,0,4952,very_high_volume
warm,afternoon,clear,0,5286,very_high_volume
warm,afternoon,clouds,0,5871,very_high_volume
warm,afternoon,clouds,0,6775,very_high_volume
warm,afternoon,clear,0,6123,very_high_volume
hot,evening,clouds,0,4717,high_volume
warm,evening,clouds,0,3697,high_volume
warm,evening,clouds,0,3387,high_volume
warm,evening,clouds,0,3187,medium_volume
warm,evening,clear,0,2443,medium_volume
warm,evening,clear,0,2291,medium_volume
warm,night,clear,0,684,low_volume
mild,night,clear,0,495,low_volume
mild,night,clouds,0,294,low_volume
mild,night,clear,0,364,low_volume
mild,night,clouds,0,929,low_volume
mild,night,clear,0,2935,medium_volume
mild,morning,clear,0,5846,very_high_volume
mild,morning,clear,0,6323,very_high_volume
mild,morning,clouds,0,5494,very_high_volume
mild,morning,clouds,0,5299,very_high_volume
mild,morning,clouds,0,4444,high_volume
warm,morning,clouds,0,4913,high_volume
warm,afternoon,clear,0,5120,very_high_volume
warm,afternoon,clear,0,5096,very_high_volume
warm,afternoon,clear,0,5480,very_high_volume
warm,afternoon,clear,0,6289,very_high_volume
warm,afternoon,clouds,0,6594,very_high_volume
warm,afternoon,clouds,0,6171,very_high_volume
warm,evening,clouds,0,4989,very_high_volume
warm,evening,clouds,0,3647,high_volume
warm,evening,clouds,0,3400,high_volume
warm,evening,clear,0,3238,medium_volume
warm,evening,clouds,0,2677,medium_volume
warm,evening,clear,0,1852,medium_volume
warm,night,clear,0,736,low_volume
warm,night,clear,0,453,low_volume
mild,night,clear,0,365,low_volume
mild,night,clear,0,351,low_volume
mild,night,clear,0,846,low_volume
mild,night,clear,0,2786,medium_volume
mild,morning,clear,0,5552,very_high_volume
mild,morning,clear,0,6583,very_high_volume
mild,morning,clouds,0,5321,very_high_volume
mild,morning,clear,0,4984,very_high_volume
mild,morning,clear,0,4736,high_volume
warm,morning,clouds,0,5133,very_high_volume
warm,afternoon,clouds,0,5337,very_high_volume
warm,afternoon,clouds,0,5316,very_high_volume
warm,afternoon,clear,0,5810,very_high_volume
warm,afternoon,clouds,0,6400,very_high_volume
warm,afternoon,clouds,0,6496,very_high_volume
warm,afternoon,clouds,0,6197,very_high_volume
warm,evening,clear,0,5241,very_high_volume
warm,evening,clouds,0,3850,high_volume
warm,evening,clouds,0,3441,high_volume
warm,evening,rain,0,3196,medium_volume
warm,evening,other,0,2728,medium_volume
warm,evening,other,0,2728,medium_volume
warm,evening,clear,0,1797,medium_volume
warm,night,rain,1,1420,medium_volume
warm,night,rain,1,855,low_volume
warm,night,clouds,1,639,low_volume
mild,night,rain,1,494,low_volume
mild,night,rain,1,477,low_volume
mild,night,clear,1,806,low_volume
mild,morning,other,1,1430,medium_volume
mild,morning,mist,1,2062,medium_volume
mild,morning,other,1,3277,medium_volume
mild,morning,other,1,3569,high_volume
mild,morning,mist,1,3569,high_volume
mild,morning,other,1,3857,high_volume
mild,morning,mist,1,3857,high_volume
mild,morning,clouds,1,4112,high_volume
mild,afternoon,mist,1,4259,high_volume
mild,afternoon,clouds,1,4542,high_volume
mild,afternoon,clouds,1,4802,high_volume
mild,afternoon,clouds,1,4598,high_volume
mild,afternoon,clouds,1,4398,high_volume
mild,afternoon,clouds,1,4133,high_volume
mild,evening,clouds,1,3640,high_volume
mild,evening,clouds,1,2979,medium_volume
mild,evening,clouds,1,2706,medium_volume
mild,evening,clouds,1,2705,medium_volume
mild,evening,clouds,1,2714,medium_volume
mild,evening,clear,1,2047,medium_volume
mild,night,clear,1,1216,medium_volume
mild,night,other,1,761,low_volume
cool,night,clear,1,525,low_volume
cool,night,clear,1,324,low_volume
cool,night,clear,1,273,low_volume
cool,night,clear,1,433,low_volume
cool,morning,clear,1,850,low_volume
cool,morning,clear,1,1242,medium_volume
cool,morning,clear,1,1829,medium_volume
cool,morning,clear,1,2638,medium_volume
mild,morning,clear,1,3501,high_volume
mild,morning,clear,1,4300,high_volume
mild,afternoon,clouds,1,4661,high_volume
mild,afternoon,clouds,1,3956,high_volume
mild,afternoon,clouds,1,3932,high_volume
warm,afternoon,clouds,1,3920,high_volume
warm,afternoon,clouds,1,3938,high_volume
warm,afternoon,clouds,1,3768,high_volume
warm,evening,clouds,1,3378,medium_volume
warm,evening,clouds,1,2842,medium_volume
warm,evening,clouds,1,2692,medium_volume
mild,evening,clouds,1,2194,medium_volume
mild,evening,clouds,1,1696,medium_volume
mild,evening,clear,1,1107,low_volume
mild,night,clear,0,652,low_volume
mild,night,other,0,350,low_volume
mild,night,clear,0,321,low_volume
mild,night,clouds,0,333,low_volume
mild,night,clouds,0,860,low_volume
mild,night,other,0,2796,medium_volume
mild,morning,rain,0,5721,very_high_volume
mild,morning,other,0,6799,very_high_volume
mild,morning,rain,0,6799,very_high_volume
mild,morning,other,0,5726,very_high_volume
mild,morning,rain,0,5726,very_high_volume
mild,morning,clouds,0,4865,high_volume
mild,morning,clouds,0,4254,high_volume
mild,morning,rain,0,4454,high_volume
mild,afternoon,rain,0,4810,high_volume
mild,afternoon,clouds,0,2040,medium_volume
mild,afternoon,clouds,0,4224,high_volume
mild,afternoon,clouds,0,5895,very_high_volume
warm,afternoon,clouds,0,6968,very_high_volume
warm,afternoon,clouds,0,6134,very_high_volume
mild,evening,clouds,0,4586,high_volume
mild,evening,clouds,0,3249,medium_volume
mild,evening,clouds,0,2699,medium_volume
mild,evening,clouds,0,2318,medium_volume
mild,evening,clouds,0,1668,medium_volume
mild,evening,clouds,0,1060,low_volume
mild,night,clouds,0,554,low_volume
mild,night,clouds,0,333,low_volume
mild,night,clouds,0,249,low_volume
mild,night,other,0,337,low_volume
mild,night,clouds,0,886,low_volume
mild,night,other,0,3026,medium_volume
mild,night,mist,0,3026,medium_volume
mild,morning,other,0,5875,very_high_volume
mild,morning,mist,0,5875,very_high_volume
mild,morning,mist,0,6019,very_high_volume
mild,morning,mist,0,5752,very_high_volume
mild,morning,mist,0,5085,very_high_volume
mild,morning,mist,0,4450,high_volume
mild,morning,other,0,4631,high_volume
mild,afternoon,other,0,4760,high_volume
warm,afternoon,other,0,4840,high_volume
warm,afternoon,clouds,0,5197,very_high_volume
warm,afternoon,clouds,0,5901,very_high_volume
warm,afternoon,clouds,0,6907,very_high_volume
warm,afternoon,clouds,0,6371,very_high_volume
warm,evening,clouds,0,4649,high_volume
warm,evening,clear,0,3367,medium_volume
warm,evening,clouds,0,3028,medium_volume
warm,evening,clouds,0,3047,medium_volume
mild,evening,clouds,0,1953,medium_volume
mild,evening,clouds,0,1084,low_volume
mild,night,clear,0,599,low_volume
mild,night,clear,0,363,low_volume
mild,night,clear,0,303,low_volume
mild,night,clear,0,349,low_volume
mild,night,mist,0,919,low_volume
mild,night,mist,0,2989,medium_volume
mild,morning,mist,0,5979,very_high_volume
mild,morning,mist,0,6641,very_high_volume
mild,morning,other,0,6641,very_high_volume
mild,morning,clouds,0,5557,very_high_volume
mild,morning,clouds,0,5217,very_high_volume
warm,morning,clouds,0,4728,high_volume
warm,morning,clear,0,4956,very_high_volume
warm,afternoon,clouds,0,4760,high_volume
warm,afternoon,clouds,0,4912,high_volume
warm,afternoon,clouds,0,5221,very_high_volume
warm,afternoon,clear,0,5959,very_high_volume
warm,afternoon,clouds,0,6897,very_high_volume
warm,afternoon,clouds,0,6228,very_high_volume
warm,evening,clouds,0,4632,high_volume
warm,evening,clouds,0,3359,medium_volume
warm,evening,clouds,0,2993,medium_volume
warm,evening,clouds,0,2888,medium_volume
warm,evening,clouds,0,2028,medium_volume
warm,evening,clear,0,1215,medium_volume
warm,night,clear,0,628,low_volume
warm,night,clear,0,356,low_volume
warm,night,other,0,261,low_volume
warm,night,clear,0,363,low_volume
warm,night,clear,0,883,low_volume
warm,night,clear,0,3012,medium_volume
warm,morning,clear,0,5763,very_high_volume
warm,morning,clear,0,6298,very_high_volume
warm,morning,clouds,0,5695,very_high_volume
warm,morning,clear,0,5232,very_high_volume
warm,morning,clear,0,4532,high_volume
warm,morning,clear,0,4923,high_volume
warm,afternoon,clouds,0,4969,very_high_volume
hot,afternoon,clouds,0,5036,very_high_volume
hot,afternoon,clear,0,5414,very_high_volume
hot,afternoon,clear,0,6184,very_high_volume
hot,afternoon,clouds,0,6193,very_high_volume
hot,afternoon,other,0,6107,very_high_volume
hot,evening,clouds,0,4787,high_volume
hot,evening,other,0,3746,high_volume
warm,evening,other,0,2938,medium_volume
warm,evening,mist,0,2938,medium_volume
warm,evening,rain,0,2938,medium_volume
warm,evening,other,0,2626,medium_volume
warm,evening,rain,0,2626,medium_volume
warm,evening,mist,0,2626,medium_volume
warm,evening,other,0,1938,medium_volume
warm,evening,rain,0,1938,medium_volume
warm,evening,rain,0,1261,medium_volume
warm,evening,other,0,1261,medium_volume
warm,night,other,0,648,low_volume
warm,night,rain,0,648,low_volume
warm,night,other,0,430,low_volume
warm,night,other,0,430,low_volume
warm,night,rain,0,430,low_volume
warm,night,other,0,300,low_volume
warm,night,other,0,329,low_volume
warm,night,other,0,788,low_volume
warm,night,rain,0,788,low_volume
warm,night,mist,0,788,low_volume
mild,night,other,0,2645,medium_volume
mild,night,rain,0,2645,medium_volume
mild,morning,other,0,5111,very_high_volume
mild,morning,rain,0,5111,very_high_volume
mild,morning,other,0,6075,very_high_volume
mild,morning,clouds,0,5206,very_high_volume
warm,morning,clouds,0,4859,high_volume
warm,morning,clouds,0,4534,high_volume
warm,morning,clouds,0,4928,high_volume
warm,afternoon,clouds,0,5139,very_high_volume
warm,afternoon,clear,0,5148,very_high_volume
warm,afternoon,clouds,0,5403,very_high_volume
hot,afternoon,clear,0,6083,very_high_volume
hot,afternoon,rain,0,5753,very_high_volume
hot,afternoon,other,0,4904,high_volume
hot,afternoon,rain,0,4904,high_volume
warm,evening,other,0,4023,high_volume
warm,evening,rain,0,4023,high_volume
warm,evening,rain,0,3334,medium_volume
warm,evening,other,0,3026,medium_volume
warm,evening,rain,0,2953,medium_volume
warm,evening,clouds,0,2863,medium_volume
warm,evening,clear,0,1828,medium_volume
warm,night,clear,1,1300,medium_volume
warm,night,clear,1,719,low_volume
mild,night,clear,1,579,low_volume
mild,night,clear,1,363,low_volume
mild,night,clear,1,376,low_volume
mild,night,clear,1,649,low_volume
mild,morning,clear,1,1263,medium_volume
mild,morning,clear,1,1690,medium_volume
warm,morning,clear,1,2392,medium_volume
warm,morning,clear,1,3360,medium_volume
warm,morning,clear,1,3540,high_volume
warm,morning,clear,1,3937,high_volume
warm,afternoon,clear,1,4176,high_volume
hot,afternoon,clear,1,4130,high_volume
hot,afternoon,clear,1,3887,high_volume
hot,afternoon,clouds,1,3761,high_volume
hot,afternoon,clouds,1,3970,high_volume
hot,afternoon,clear,1,3858,high_volume
hot,evening,clear,1,3714,high_volume
hot,evening,clear,1,2965,medium_volume
hot,evening,clear,1,2855,medium_volume
warm,evening,clear,1,2956,medium_volume
warm,evening,clear,1,3036,medium_volume
warm,evening,clear,1,2141,medium_volume
warm,night,clear,1,1633,medium_volume
warm,night,clear,1,829,low_volume
mild,night,clear,1,712,low_volume
mild,night,clear,1,486,low_volume
mild,night,clear,1,401,low_volume
mild,night,clear,1,844,low_volume
mild,morning,clear,1,1192,low_volume
mild,morning,mist,1,1205,medium_volume
warm,morning,clear,1,1819,medium_volume
warm,morning,clear,1,2660,medium_volume
warm,morning,clear,1,3431,high_volume
warm,morning,clouds,1,3782,high_volume
hot,afternoon,clear,1,4190,high_volume
hot,afternoon,rain,1,4139,high_volume
hot,afternoon,rain,1,3963,high_volume
hot,afternoon,clouds,1,3821,high_volume
hot,afternoon,clouds,1,3739,high_volume
hot,afternoon,clouds,1,3266,medium_volume
hot,evening,clouds,1,3127,medium_volume
hot,evening,clear,1,2830,medium_volume
hot,evening,clear,1,2825,medium_volume
warm,evening,clear,1,2656,medium_volume
warm,evening,clouds,1,2565,medium_volume
warm,evening,clouds,1,1660,medium_volume
warm,night,clouds,0,1088,low_volume
warm,night,clouds,0,559,low_volume
warm,night,clouds,0,440,low_volume
warm,night,clear,0,332,low_volume
warm,night,clear,0,314,low_volume
warm,night,clear,0,488,low_volume
warm,morning,clear,0,882,low_volume
warm,morning,clear,0,989,low_volume
warm,morning,clear,0,1294,medium_volume
warm,morning,clear,0,1873,medium_volume
warm,morning,clear,0,2576,medium_volume
warm,morning,clear,0,3037,medium_volume
hot,afternoon,clouds,0,3375,medium_volume
hot,afternoon,clouds,0,3611,high_volume
hot,afternoon,clouds,0,4032,high_volume
hot,afternoon,clouds,0,3812,high_volume
hot,afternoon,clouds,0,3810,high_volume
hot,afternoon,other,0,3822,high_volume
hot,evening,other,0,3749,high_volume
hot,evening,rain,0,3749,high_volume
warm,evening,rain,0,3145,medium_volume
warm,evening,other,0,3145,medium_volume
warm,evening,rain,0,2611,medium_volume
warm,evening,other,0,2611,medium_volume
warm,evening,rain,0,2338,medium_volume
warm,evening,other,0,2338,medium_volume
warm,evening,rain,0,1936,medium_volume
warm,evening,rain,0,1141,low_volume
warm,night,clear,0,565,low_volume
warm,night,clear,0,347,low_volume
warm,night,clear,0,239,low_volume
warm,night,clear,0,340,low_volume
warm,night,clear,0,828,low_volume
warm,night,clear,0,2911,medium_volume
warm,morning,clear,0,5723,very_high_volume
warm,morning,clouds,0,6106,very_high_volume
warm,morning,clear,0,5530,very_high_volume
warm,morning,clouds,0,5117,very_high_volume
warm,morning,clear,0,4530,high_volume
warm,morning,clouds,0,4436,high_volume
hot,afternoon,clouds,0,4866,high_volume
hot,afternoon,clouds,0,4973,very_high_volume
hot,afternoon,clear,0,5159,very_high_volume
hot,afternoon,other,0,6018,very_high_volume
hot,afternoon,other,0,6820,very_high_volume
hot,afternoon,rain,0,6820,very_high_volume
warm,afternoon,rain,0,5990,very_high_volume
warm,afternoon,other,0,5990,very_high_volume
warm,evening,other,0,4267,high_volume
warm,evening,rain,0,4267,high_volume
warm,evening,other,0,3036,medium_volume
warm,evening,rain,0,3036,medium_volume
warm,evening,mist,0,3036,medium_volume
warm,evening,rain,0,2466,medium_volume
warm,evening,other,0,2466,medium_volume
warm,evening,mist,0,2466,medium_volume
warm,evening,other,0,2154,medium_volume
warm,evening,mist,0,2154,medium_volume
warm,evening,rain,0,2154,medium_volume
warm,evening,other,0,1595,medium_volume
warm,evening,rain,0,1595,medium_volume
warm,evening,mist,0,1595,medium_volume
warm,evening,rain,0,969,low_volume
warm,evening,mist,0,969,low_volume
warm,evening,other,0,969,low_volume
warm,night,rain,0,527,low_volume
warm,night,mist,0,527,low_volume
warm,night,other,0,527,low_volume
warm,night,rain,0,351,low_volume
warm,night,mist,0,351,low_volume
